"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet","Cigarette_Last_Usedd"
"1230","M","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","3","S","No","Rarely","Rarely",NA
"1231","F","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"1232","M","11th","Yes","35","0","S","S","S","Yes","1","Last 7 Days","S","S","S","Yes","Yes","No","Yes","Rarely","Rarely",NA
"1233","M","10th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","No","No","Sometimes","Always",NA
"1234","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"1235","M","10th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Sometimes","Rarely",NA
"1236","F","10th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Most of the time",NA
"1237","F","11th","Yes","100","Last Year","S","S","S","No","S","S","Yes","No","No","Not sure","Yes","Yes","Yes","Never","Never",NA
"1238","F","10th","Yes","75","Today","S","S","S","No","S","S","No","No","No","No","N","Yes","Yes","Rarely","Sometimes",NA
"1239","M","11th","Yes","15","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","No","Most of the time","Always",NA
"1240","F","10th","Yes","100","Today","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","Yes","Yes","No","Sometimes","Sometimes",NA
"1241","F","10th","Yes","100","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"1242","F","10th","Yes","15","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","No","Yes","Yes","Never","Rarely",NA
"1243","M","10th","Yes","100","30","S","S","S","Yes","4","Last 7 Days","S","S","S","Not sure","Yes","Yes","Yes","I do not use the internet","Rarely",NA
"1244","M","10th","Yes","15","15","S","S","S","No","S","S","No","No","No","Yes","4","No","No","Always","Always",NA
"1245","M","10th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","Yes","No","Yes","No","Never","Never",NA
"1246","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","Yes","Rarely","Rarely",NA
"1247","M","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","No","S","Yes","Always","Most of the time",NA
"1248","M","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"1249","F","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","Yes","S","Yes","Most of the time","Most of the time",NA
"1250","F","11th","Yes","75","Last 6 Months","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Rarely","Rarely",NA
"1251","M","11th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","No","Yes","Sometimes","Sometimes",NA
"1252","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"1253","M","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"1254","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Sometimes","Sometimes",NA
"1255","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"1256","M","11th","Yes","1","0","S","S","S","Yes","0","5 Years Ago","S","S","S","Not sure","Yes","S","Yes","Sometimes","Never",NA
"1257","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Never",NA
"1258","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Sometimes","Most of the time",NA
"1259","M","11th","No","S","S","No","No","No","No","S","S","Yes","No","No","No","3","S","Yes","Sometimes","Rarely",NA
"1260","F","11th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","No","4","S","Yes","Sometimes","Rarely",NA
"1261","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"1262","F","11th","No","S","S","Yes","Yes","Yes","No","S","S","Yes","No","Yes","No","3","S","Yes","Sometimes","Sometimes",NA
"1263","F","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"1264","F","11th","Yes","35","Last 6 Months","S","S","S","No","S","S","Yes","No","No","N","3","No","Yes","Most of the time","Rarely",NA
"1265","M","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"1266","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"1267","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"1268","M","11th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","S","Yes","Always","Rarely",NA
"1269","M","12th","Yes","1","Today","S","S","S","No","S","S","No","No","No","Yes","3","Yes","Yes","Most of the time","Sometimes",NA
"1270","M","12th","Yes","15","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","No","Yes","Yes","Rarely","Never",NA
"1271","M","12th","Yes","100","15","S","S","S","No","S","S","Yes","No","No","Yes","Yes","Yes","Yes","Rarely","Always",NA
"1272","M","12th","Yes","100","28","S","S","S","Yes","0","Last 6 Months","S","S","S","No","3","Yes","Yes","Rarely","Never",NA
"1273","M","12th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Rarely","I do not use the internet",NA
"1274","F","12th","Yes","75","15","S","S","S","No","S","S","No","No","No","No","No","Yes","No","Never","Never",NA
"1275","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Always",NA
"1276","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"1277","M","12th","Yes","100","30","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Rarely","Rarely",NA
"1278","F","12th","Yes","75","0","S","S","S","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Rarely",NA
"1279","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Most of the time",NA
"1280","F","12th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"1281","F","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"1282","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Always",NA
"1283","M","12th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Sometimes",NA
"1284","M","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Not sure","No","S","Yes","Sometimes","Rarely",NA
"1285","M","12th","Yes","35","Last 7 Days","S","S","S","No","S","S","Yes","No","No","No","4","Yes","Yes","Rarely","Sometimes",NA
"1286","M","12th","Yes","35","10","S","S","S","No","S","S","Yes","No","No","No","Yes","Yes","Yes","Rarely","Never",NA
"1287","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"1288","M","12th","Yes","100","Last Year","S","S","S","Yes","0","Last Year","S","S","S","Yes","3","No","Yes","Rarely","Rarely",NA
"1289","M","12th","Yes","35","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Rarely","Sometimes",NA
"1290","M","12th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"1291","F","12th","Yes","75","0","S","S","S","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"1292","F","12th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","Yes","Yes","Yes","S","Yes","Always","Sometimes",NA
"1293","F","12th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Rarely",NA
"1294","F","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Never","Sometimes",NA
"1295","M","12th","Yes","35","12","S","S","S","No","S","S","No","No","No","Yes","No","No","Yes","Never","Never",NA
"1296","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"1297","F","12th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"1298","M","12th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"1299","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Never","Rarely",NA
"1300","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"1301","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","Yes","Yes","Never","Rarely",NA
"1302","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"1303","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Always","Always",NA
"1304","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"1305","F","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"1306","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","Yes","Never","Sometimes",NA
"1307","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Most of the time",NA
"1308","F","6th","Yes","1","0","S","S","S","No","S","S","No","Yes","No","No","No","S","Yes","Never","Never",NA
"1309","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"1310","M","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Most of the time","Rarely",NA
"1311","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"1312","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"1313","F","6th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","6","S","No","Always","Most of the time",NA
"1314","F","6th","Yes","15","14","S","S","S","No","S","S","No","No","No","Not sure","N","Yes","N","N","N",NA
"1315","M","6th","Yes","100","N","S","S","S","No","S","S","N","No","No","N","N","No","N","N","N",NA
"1316","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"1317","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","No","Sometimes","Sometimes",NA
"1318","M","6th","No","S","S","Yes","No","Yes","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Always","Sometimes",NA
"1319","M","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","3","S","No","Sometimes","Rarely",NA
"1320","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","N","Yes","S","Yes","Rarely","Rarely",NA
"1321","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","5","S","Yes","Most of the time","Rarely",NA
"1322","M","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","Not sure","4","S","No","Sometimes","Always",NA
"1323","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","I do not use the internet","Never",NA
"1324","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Most of the time",NA
"1325","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","No","Rarely","Rarely",NA
"1326","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Sometimes","Sometimes",NA
"1327","M","6th","Yes","1","0","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","N","Yes","No","Sometimes","Always",NA
"1328","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"1329","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","5","N","Yes","Never","Most of the time",NA
"1330","M","7th","No","S","S","Yes","Yes","No","No","S","S","No","Yes","No","Yes","No","S","Yes","Never","Never",NA
"1331","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","No","No","Rarely","Never",NA
"1332","F","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Most of the time","Rarely",NA
"1333","M","7th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Not sure","3","S","Yes","Sometimes","Always",NA
"1334","F","7th","Yes","75","1-4 Years Ago","S","S","S","No","S","S","No","No","No","Not sure","4","Yes","No","Rarely","Most of the time",NA
"1335","M","7th","No","S","S","Yes","No","No","No","S","S","No","No","Yes","Yes","4","S","Yes","Sometimes","Most of the time",NA
"1336","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"1337","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"1338","M","7th","No","S","S","Yes","Yes","Yes","No","S","S","Yes","Yes","No","Yes","3","S","No","Rarely","Rarely",NA
"1339","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Never","Rarely",NA
"1340","F","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","5","S","Yes","Sometimes","Sometimes",NA
"1341","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","N","S","No","N","N",NA
"1342","F","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","No","Yes","S","Yes","Rarely","Most of the time",NA
"1343","M","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Most of the time","Most of the time",NA
"1344","F","7th","Yes","1","0","S","S","S","No","S","S","No","Yes","No","Not sure","4","S","Yes","Rarely","Sometimes",NA
"1345","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Most of the time",NA
"1346","M","7th","No","S","S","Yes","Yes","No","No","S","S","Yes","Yes","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"1347","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Sometimes","Rarely",NA
"1348","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Rarely",NA
"1349","M","7th","No","S","S","Yes","Yes","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","I do not use the internet",NA
"1350","M","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","N","No","Yes","No","N","Rarely",NA
"1351","M","7th","Yes","1","Today","S","S","S","Yes","1","E","S","S","S","Yes","3","No","Yes","N","Never",NA
"1352","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"1353","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Rarely","Rarely",NA
"1354","M","7th","No","S","S","No","No","N","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"1355","F","7th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"1356","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Rarely","Rarely",NA
"1357","F","7th","No","S","S","Yes","No","Yes","No","S","S","Yes","No","No","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"1358","M","7th","No","S","S","Yes","Yes","No","Yes","0","1-4 Years Ago","S","S","S","Not sure","No","S","No","Most of the time","Most of the time",NA
"1359","F","8th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"1360","F","8th","Yes","35","Last 7 Days","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Most of the time","Most of the time",NA
"1361","F","8th","Yes","1","Today","S","S","S","No","S","S","No","No","No","Yes","4","Yes","Yes","Rarely","Sometimes",NA
"1362","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Never","Never",NA
"1363","F","8th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","No","S","Yes","Never","Never",NA
"1364","F","8th","Yes","1","0","S","S","S","No","S","S","No","No","No","Not sure","3","S","N","Rarely","Rarely",NA
"1365","M","8th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"1366","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"1367","F","8th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","3","S","No","Most of the time","Rarely",NA
"1368","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"1369","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Never",NA
"1370","F","8th","Yes","1","Last 7 Days","S","S","S","Yes","0","N","S","S","S","Not sure","No","N","N","Never","Never",NA
"1371","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Sometimes","Rarely",NA
"1372","M","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Most of the time",NA
"1373","M","8th","Yes","1","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","No","S","Yes","Always","Sometimes",NA
